"PokemonID,PokemonName,MoveName,Category,AppealPoints,JamPoints,Effect"
"93,Igglybuff,Defense Curl,Tough,2,0,""Basic defense that prevents Jam"""
"93,Igglybuff,Pound,Cute,2,0,""Basic appeal with no special effects"""
"93,Igglybuff,Sweet Kiss,Cute,2,3,""Confuses and badly startles opponent"""
"94,Togepi,Metronome,Cute,0,0,""Random move with random Appeal"""
"94,Togepi,Sweet Kiss,Cute,2,3,""Confuses and badly startles opponent"""
"94,Togepi,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"94,Togepi,Ancient Power,Tough,3,0,""May boost all Appeal points"""
"95,Natu,Peck,Cool,2,0,""Basic appeal with no special effects"""
"95,Natu,Confusion,Smart,3,0,""May confuse and startle opponent"""
"95,Natu,Wish,Cute,2,0,""Heals next turn, pleases crowd"""
"95,Natu,Future Sight,Smart,4,0,""Hits two turns later for dramatic effect"""
"96,Xatu,Air Slash,Cool,4,1,""May cause flinching and startle"""
"96,Xatu,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"96,Xatu,Stored Power,Smart,4,0,""More powerful with stat boosts"""
"96,Xatu,Tailwind,Smart,2,0,""Boosts team's appeal next turn"""
"97,Mareep,Thunder Shock,Cool,2,0,""Basic electric appeal"""
"97,Mareep,Cotton Spore,Cute,1,3,""Greatly reduces opponent's Speed appeal"""
"97,Mareep,Take Down,Tough,4,3,""Powerful but may Jam user"""
"97,Mareep,Charge Beam,Smart,3,0,""May boost user's Appeal points"""
"98,Flaaffy,Thunderbolt,Cool,4,0,""May paralyze and startle opponents"""
"98,Flaaffy,Cotton Guard,Cute,3,0,""Dramatic defense boost pleases crowd"""
"98,Flaaffy,Power Gem,Beauty,4,0,""Shines brightly for great appeal"""
"98,Flaaffy,Signal Beam,Beauty,3,0,""May confuse and startle opponent"""
"99,Ampharos,Thunder,Cool,5,0,""Better during Rain, may paralyze"""
"99,Ampharos,Dragon Pulse,Smart,4,0,""Powerful and consistent appeal"""
"99,Ampharos,Cotton Guard,Cute,3,0,""Dramatic defense boost pleases crowd"""
"99,Ampharos,Focus Blast,Tough,5,3,""Powerful but may Jam user"""
"100,Bellossom,Leaf Blade,Cool,4,0,""High critical hit ratio increases appeal"""
"100,Bellossom,Quiver Dance,Beauty,4,0,""Boosts appeal and prevents Jam next turn"""
"100,Bellossom,Solar Beam,Beauty,3,0,""Better if used after a Sunny Day move"""
"100,Bellossom,Teeter Dance,Cute,2,3,""Confuses all, badly startling opponents"""
"101,Azurill,Bubble,Cute,2,0,""Basic water appeal"""
"101,Azurill,Slam,Tough,3,0,""Basic physical appeal"""
"101,Azurill,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"101,Azurill,Water Sport,Smart,1,0,""Reduces fire appeal, situational use"""
"102,Marill,Bubble Beam,Beauty,3,0,""May lower opponent's Speed appeal"""
"102,Marill,Aqua Jet,Cool,3,0,""Always goes first to prevent Jam"""
"102,Marill,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"102,Marill,Rollout,Tough,3,0,""Power increases with consecutive use"""
"103,Azumarill,Aqua Tail,Tough,4,0,""Powerful water physical appeal"""
"103,Azumarill,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"103,Azumarill,Hydro Pump,Beauty,5,3,""Powerful but may Jam opponent"""
"103,Azumarill,Superpower,Tough,5,3,""Powerful but reduces user's Appeal next turn"""
"104,Hoppip,Bullet Seed,Cool,3,0,""Hits 2-5 times for consistent appeal"""
""
"104,Hoppip,Synthesis,Smart,2,0,""Better when used last in a turn"""
"104,Hoppip,Mega Drain,Smart,3,0,""Healing effect increases appeal"""
"105,Skiploom,Fairy Wind,Cute,3,0,""Basic fairy-type appeal"""
"105,Skiploom,Acrobatics,Cool,4,0,""More powerful without held item"""
"105,Skiploom,Stun Spore,Smart,2,2,""Paralyzes and startles opponent"""
"105,Skiploom,Sunny Day,Beauty,1,0,""Changes weather to boost fire/grass appeal"""
""
"106,Jumpluff,Cotton Spore,Cute,1,3,""Greatly reduces opponent's Speed appeal"""
"106,Jumpluff,Bounce,Cool,3,0,""Avoids Jams during execution"""
"106,Jumpluff,Hurricane,Beauty,5,3,""May confuse and badly startle opponents"""
"107,Sunkern,Mega Drain,Smart,3,0,""Healing effect increases appeal"""
"107,Sunkern,Ingrain,Smart,2,0,""Continuous healing pleases crowd"""
"107,Sunkern,Endeavor,Tough,3,0,""Dramatic comeback potential"""
"107,Sunkern,Solar Beam,Beauty,3,0,""Better if used after a Sunny Day move"""
"108,Sunflora,Petal Dance,Beauty,4,2,""Crowd becomes focused on the user"""
"108,Sunflora,Bullet Seed,Cool,3,0,""Hits 2-5 times for consistent appeal"""
"108,Sunflora,Earth Power,Tough,4,0,""May lower opponent's Appeal points"""
"108,Sunflora,Solar Beam,Beauty,3,0,""Better if used after a Sunny Day move"""
"109,Wooper,Water Gun,Beauty,2,0,""Basic water appeal"""
"109,Wooper,Mud Shot,Smart,2,1,""Lowers opponent's Speed appeal"""
"109,Wooper,Amnesia,Smart,3,0,""Prevents Jam from special moves"""
"109,Wooper,Body Slam,Tough,3,0,""May paralyze and startle opponents"""
"110,Quagsire,Earthquake,Tough,5,3,""Powerful but may Jam allies"""
"110,Quagsire,Yawn,Smart,2,3,""Makes opponent drowsy next turn"""
"110,Quagsire,Recover,Smart,2,0,""Healing move that pleases crowd"""
"110,Quagsire,Muddy Water,Beauty,4,1,""May lower opponent's accuracy appeal"""
"111,Espeon,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"111,Espeon,Morning Sun,Beauty,2,0,""Better when used first in a turn"""
"111,Espeon,Shadow Ball,Smart,4,0,""May lower opponent's Appeal points"""
"111,Espeon,Psyshock,Smart,4,0,""Uses opponent's Defense for appeal calculation"""
"112,Umbreon,Foul Play,Smart,4,0,""Uses opponent's Attack for appeal calculation"""
"112,Umbreon,Moonlight,Beauty,2,0,""Better when used last in a turn"""
"112,Umbreon,Confuse Ray,Smart,2,3,""Confuses and badly startles"""
"112,Umbreon,Dark Pulse,Smart,4,0,""May cause flinching and startle"""
"113,Murkrow,Peck,Cool,2,0,""Basic appeal with no special effects"""
"113,Murkrow,Feint Attack,Smart,3,0,""Never misses, ignores Jam effects"""
"113,Murkrow,Haze,Smart,1,3,""Resets all Appeal changes, startling opponents"""
"113,Murkrow,Tailwind,Smart,2,0,""Boosts team's appeal next turn"""
"114,Slowking,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
""
"114,Slowking,Power Gem,Beauty,4,0,""Shines brightly for great appeal"""
"114,Slowking,Nasty Plot,Smart,3,0,""Dramatically boosts special appeal next turn"""
"115,Misdreavus,Shadow Ball,Smart,4,0,""May lower opponent's Appeal points"""
"115,Misdreavus,Psybeam,Beauty,3,0,""May confuse and startle opponent"""
"115,Misdreavus,Confuse Ray,Smart,2,3,""Confuses and badly startles"""
"115,Misdreavus,Perish Song,Smart,1,4,""Dramatic effect that startles all after 3 turns"""
"116,Wynaut,Counter,Tough,0,0,""Counters with double Appeal if hit by physical move"""
"116,Wynaut,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"116,Wynaut,Safeguard,Smart,2,0,""Prevents Jam from status moves"""
"116,Wynaut,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"117,Wobbuffet,Counter,Tough,0,0,""Counters with double Appeal if hit by physical move"""
"117,Wobbuffet,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"117,Wobbuffet,Destiny Bond,Smart,0,0,""If user is Jammed, takes opponent down too"""
"117,Wobbuffet,Encore,Cute,2,3,""Forces opponent to repeat move, startling them"""
"118,Gligar,Earthquake,Tough,5,3,""Powerful but may Jam allies"""
"118,Gligar,Poison Jab,Smart,4,0,""May poison and startle opponent"""
"118,Gligar,Swords Dance,Cool,3,0,""Dramatically boosts physical appeal next turn"""
"118,Gligar,Guillotine,Tough,6,6,""High risk, high reward appeal"""
"119,Snubbull,Bite,Cool,3,1,""May cause flinching and startle"""
"119,Snubbull,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"119,Snubbull,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"119,Snubbull,Thunder Wave,Smart,2,2,""Paralyzes and startles opponent"""
"120,Shuckle,Struggle Bug,Smart,2,1,""Lowers opponent's special appeal"""
"120,Shuckle,Power Split,Smart,0,0,""Equalizes Attack with opponent, surprising effect"""
"120,Shuckle,Guard Split,Smart,0,0,""Equalizes Defense with opponent, surprising effect"""
"120,Shuckle,Rest,Smart,0,0,""Restores all Appeal but sleeps next turn"""
"121,Heracross,Megahorn,Tough,6,3,""Powerful but may Jam opponent"""
"121,Heracross,Close Combat,Tough,5,3,""Powerful but lowers user's defenses"""
"121,Heracross,Brick Break,Tough,4,0,""Breaks barriers, removes Jam protection"""
"121,Heracross,Counter,Tough,0,0,""Counters with double Appeal if hit by physical move"""
"122,Sneasel,Ice Punch,Beauty,3,0,""May freeze and startle opponent"""
"122,Sneasel,Feint Attack,Smart,3,0,""Never misses, ignores Jam effects"""
"122,Sneasel,Metal Claw,Cool,3,0,""May boost user's Attack appeal"""
"122,Sneasel,Beat Up,Smart,4,0,""Team effort increases appeal"""
"123,Teddiursa,Fury Swipes,Cute,3,0,""Hits 2-5 times for consistent appeal"""
"123,Teddiursa,Sweet Scent,Cute,3,0,""Makes the crowd excited, increases appeal"""
"123,Teddiursa,Lick,Cute,2,0,""May paralyze and startle opponent"""
"123,Teddiursa,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"124,Ursaring,Slash,Cool,3,0,""High critical hit ratio increases appeal"""
"124,Ursaring,Hammer Arm,Tough,5,3,""Powerful but reduces user's Speed appeal"""
"124,Ursaring,Rest,Smart,0,0,""Restores all Appeal but sleeps next turn"""
"124,Ursaring,Thrash,Tough,5,3,""Powerful but confuses user afterwards"""
"125,Corsola,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"125,Corsola,Recover,Smart,2,0,""Healing move that pleases crowd"""
"125,Corsola,Power Gem,Beauty,4,0,""Shines brightly for great appeal"""
"125,Corsola,Earth Power,Tough,4,0,""May lower opponent's Appeal points"""
"126,Delibird,Present,Cute,0,0,""Random effect ranging from healing to damage"""
"126,Delibird,Ice Ball,Tough,3,0,""Power increases with consecutive use"""
"126,Delibird,Fly,Cool,3,0,""Avoids Jams during execution"""
"126,Delibird,Drill Peck,Cool,4,0,""High critical hit ratio increases appeal"""
"127,Skarmory,Steel Wing,Cool,3,0,""May boost user's Defense appeal"""
"127,Skarmory,Air Cutter,Cool,4,0,""High critical hit ratio increases appeal"""
"127,Skarmory,Spikes,Smart,2,3,""Badly startles opponents switching in"""
"127,Skarmory,Whirlwind,Smart,1,3,""Forces opponent out, startling them"""
"128,Houndour,Flamethrower,Beauty,4,0,""May burn and startle opponent"""
"128,Houndour,Dark Pulse,Smart,4,0,""May cause flinching and startle"""
"128,Houndour,Nasty Plot,Smart,3,0,""Dramatically boosts special appeal next turn"""
"128,Houndour,Will-O-Wisp,Beauty,3,1,""Burns and startles opponent"""
"129,Houndoom,Fire Blast,Beauty,5,3,""Powerful but may Jam opponent"""
"129,Houndoom,Crunch,Tough,4,0,""May lower opponent's Appeal points"""
"129,Houndoom,Sludge Bomb,Smart,4,0,""May poison and startle opponent"""
"129,Houndoom,Solar Beam,Beauty,3,0,""Better if used after a Sunny Day move"""
"130,Phanpy,Earthquake,Tough,5,3,""Powerful but may Jam allies"""
"130,Phanpy,Defense Curl,Tough,2,0,""Basic defense that prevents Jam"""
"130,Phanpy,Rollout,Tough,3,0,""Power increases with consecutive use"""
"130,Phanpy,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"131,Stantler,Stomp,Tough,3,0,""May cause flinching and startle"""
"131,Stantler,Confuse Ray,Smart,2,3,""Confuses and badly startles"""
"131,Stantler,Jump Kick,Cool,4,3,""High risk, high reward appeal"""
"131,Stantler,Thrash,Tough,5,3,""Powerful but confuses user afterwards"""
"132,Smoochum,Powder Snow,Beauty,2,0,""Basic ice appeal"""
"132,Smoochum,Confusion,Smart,3,0,""May confuse and startle opponent"""
"132,Smoochum,Sweet Kiss,Cute,2,3,""Confuses and badly startles opponent"""
"132,Smoochum,Fake Tears,Cute,1,3,""Greatly lowers opponent's special appeal"""
"133,Miltank,Body Slam,Tough,3,0,""May paralyze and startle opponents"""
"133,Miltank,Milk Drink,Cute,3,0,""Healing move that pleases crowd"""
"133,Miltank,Heal Bell,Cute,2,0,""Removes all Jam points from user's team"""
"133,Miltank,Stomp,Tough,3,0,""May cause flinching and startle"""
"134,Happiny,Pound,Cute,2,0,""Basic appeal with no special effects"""
"134,Happiny,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"134,Happiny,Copycat,Cute,0,0,""Copies last move used with +1 Appeal"""
"134,Happiny,Sweet Kiss,Cute,2,3,""Confuses and badly startles opponent"""
"135,Blissey,Soft-Boiled,Cute,3,0,""Healing move that pleases the crowd"""
"135,Blissey,Hyper Voice,Cute,4,0,""Powerful sound-based appeal"""
""
"135,Blissey,Minimize,Cute,2,0,""Makes user harder to Jam next turn"""
"136,Raikou,Thunderbolt,Cool,4,0,""May paralyze and startle opponents"""
"136,Raikou,Extrasensory,Smart,4,0,""May cause flinching and startle"""
"136,Raikou,Calm Mind,Smart,3,0,""Boosts special appeal and prevents Jam"""
"136,Raikou,Weather Ball,Smart,3,0,""Changes type with weather for versatility"""
"137,Entei,Fire Blast,Beauty,5,3,""Powerful but may Jam opponent"""
"137,Entei,Extreme Speed,Cool,5,0,""Almost always goes first with great appeal"""
"137,Entei,Calm Mind,Smart,3,0,""Boosts special appeal and prevents Jam"""
"137,Entei,Stone Edge,Tough,5,3,""High critical hit ratio, may Jam opponent"""
"138,Suicune,Hydro Pump,Beauty,5,3,""Powerful but may Jam opponent"""
"138,Suicune,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"138,Suicune,Blizzard,Beauty,5,3,""Powerful but may Jam opponent"""
"138,Suicune,Calm Mind,Smart,3,0,""Boosts special appeal and prevents Jam"""
"139,Lugia,Aeroblast,Beauty,6,3,""Powerful wind attack with high appeal"""
"139,Lugia,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"139,Lugia,Hydro Pump,Beauty,5,3,""Powerful but may Jam opponent"""
"139,Lugia,Recover,Smart,2,0,""Healing move that pleases crowd"""
"140,Ho-Oh,Sacred Fire,Beauty,6,3,""Powerful fire attack with high appeal"""
"140,Ho-Oh,Brave Bird,Tough,6,3,""Powerful but recoil reduces user's Appeal"""
"140,Ho-Oh,Calm Mind,Smart,3,0,""Boosts special appeal and prevents Jam"""
"140,Ho-Oh,Recover,Smart,2,0,""Healing move that pleases crowd"""
"141,Celebi,Leaf Storm,Beauty,6,3,""Powerful but reduces user's Appeal"""
"141,Celebi,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"141,Celebi,Heal Bell,Cute,2,0,""Removes all Jam points from user's team"""
"141,Celebi,Perish Song,Smart,1,4,""Dramatic effect that startles all after 3 turns"""
"142,Poochyena,Bite,Cool,3,1,""May cause flinching and startle"""
"142,Poochyena,Howl,Cool,2,0,""Boosts physical appeal next turn"""
"142,Poochyena,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"142,Poochyena,Poison Fang,Smart,3,0,""May badly poison and startle"""
"143,Mightyena,Crunch,Tough,4,0,""May lower opponent's Appeal points"""
"143,Mightyena,Thunder Fang,Cool,3,1,""May paralyze and cause flinching"""
"143,Mightyena,Fire Fang,Cool,3,1,""May burn and cause flinching"""
"143,Mightyena,Swagger,Smart,1,3,""Confuses but boosts opponent's Attack appeal"""
"144,Zigzagoon,Extreme Speed,Cool,5,0,""Almost always goes first with great appeal"""
"144,Zigzagoon,Seed Bomb,Tough,3,1,""Can prevent Jam if used first"""
"144,Zigzagoon,Rest,Smart,0,0,""Restores all Appeal but sleeps next turn"""
"144,Zigzagoon,Belly Drum,Tough,0,0,""Sacrifices HP for maximum Appeal next turn"""
"145,Linoone,Slash,Cool,3,0,""High critical hit ratio increases appeal"""
"145,Linoone,Shadow Claw,Cool,3,0,""High critical hit ratio increases appeal"""
"145,Linoone,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"145,Linoone,Hyper Voice,Cute,4,0,""Powerful sound-based appeal"""
"146,Wurmple,Bug Bite,Cute,2,1,""Steals and shows off held Berry for extra appeal"""
""
"146,Wurmple,Poison Sting,Smart,2,1,""May poison and startle opponent"""
"146,Wurmple,Tackle,Tough,2,0,""Basic appeal with no special effects"""
"147,Silcoon,Harden,Tough,2,0,""Basic appeal that prevents Jam"""
"147,Silcoon,Iron Defense,Tough,3,0,""Greatly prevents Jam from opponents"""
"147,Silcoon,Bug Bite,Cute,2,1,""Steals and shows off held Berry for extra appeal"""
""
"148,Beautifly,Silver Wind,Beauty,3,0,""May increase all stats and appeal"""
"148,Beautifly,Gust,Cool,2,0,""Basic wind appeal"""
"148,Beautifly,Stun Spore,Smart,2,2,""Paralyzes and startles opponent"""
"148,Beautifly,Mega Drain,Smart,3,0,""Healing effect increases appeal"""
"149,Seedot,Razor Leaf,Cool,3,1,""High critical hit ratio increases appeal"""
"149,Seedot,Nature Power,Smart,0,0,""Changes based on terrain for varied appeal"""
"149,Seedot,Synthesis,Smart,2,0,""Better when used last in a turn"""
"149,Seedot,Explosion,Tough,6,6,""Powerful but user faints, drastic effect"""
"150,Ralts,Confusion,Smart,3,0,""May confuse and startle opponent"""
"150,Ralts,Magical Leaf,Beauty,4,0,""Never misses and ignores Jam effects"""
"150,Ralts,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"150,Ralts,Psychic Terrain,Smart,2,0,""Boosts psychic moves and prevents priority Jam"""
"151,Kirlia,Draining Kiss,Cute,3,0,""Healing effect increases appeal"""
"151,Kirlia,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"151,Kirlia,Calm Mind,Smart,3,0,""Boosts special appeal and prevents Jam"""
"151,Kirlia,Encore,Cute,2,3,""Forces opponent to repeat move, startling them"""
"152,Gardevoir,Moonblast,Beauty,5,0,""May lower opponent's Appeal points"""
"152,Gardevoir,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
""
"152,Gardevoir,Misty Terrain,Smart,2,0,""Prevents status Jam and boosts fairy moves"""
"153,Surskit,Bubble Beam,Beauty,3,0,""May lower opponent's Speed appeal"""
"153,Surskit,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"153,Surskit,Sweet Scent,Cute,3,0,""Makes the crowd excited, increases appeal"""
"153,Surskit,Agility,Cool,2,0,""Makes next move more appealing"""
"154,Masquerain,Air Slash,Cool,4,1,""May cause flinching and startle"""
"154,Masquerain,Bug Buzz,Smart,4,0,""May lower opponent's Appeal points"""
"154,Masquerain,Stun Spore,Smart,2,2,""Paralyzes and startles opponent"""
"154,Masquerain,Quiver Dance,Beauty,4,0,""Boosts appeal and prevents Jam next turn"""
"155,Shroomish,Mega Drain,Smart,3,0,""Healing effect increases appeal"""
"155,Shroomish,Stun Spore,Smart,2,2,""Paralyzes and startles opponent"""
"155,Shroomish,Poison Powder,Smart,2,2,""Poisons and startles opponent"""
"155,Shroomish,Headbutt,Tough,3,0,""May cause flinching and startle"""
"156,Breloom,Mach Punch,Cool,3,0,""Always goes first to prevent Jam"""
"156,Breloom,Dynamic Punch,Tough,5,3,""Powerful but may confuse user"""
"156,Breloom,Seed Bomb,Tough,3,1,""Can prevent Jam if used first"""
"156,Breloom,Spore,Smart,3,3,""Puts opponent to sleep, badly startling"""
"157,Nosepass,Power Gem,Beauty,4,0,""Shines brightly for great appeal"""
"157,Nosepass,Earth Power,Tough,4,0,""May lower opponent's Appeal points"""
"157,Nosepass,Lock-On,Smart,2,0,""Ensures next move won't be Jammed"""
"157,Nosepass,Discharge,Cool,3,0,""May paralyze and startle opponents"""
"158,Skitty,Fake Out,Cool,3,3,""Always goes first and startles opponent"""
"158,Skitty,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"158,Skitty,Sing,Cute,3,3,""Puts opponent to sleep, badly startling"""
"158,Skitty,Double Slap,Cute,3,0,""Hits 2-5 times for consistent appeal"""
"159,Delcatty,Hyper Voice,Cute,4,0,""Powerful sound-based appeal"""
"159,Delcatty,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"159,Delcatty,Heal Bell,Cute,2,0,""Removes all Jam points from user's team"""
"159,Delcatty,Copycat,Cute,0,0,""Copies last move used with +1 Appeal"""
"160,Sableye,Shadow Claw,Cool,3,0,""High critical hit ratio increases appeal"""
"160,Sableye,Power Gem,Beauty,4,0,""Shines brightly for great appeal"""
"160,Sableye,Foul Play,Smart,4,0,""Uses opponent's Attack for appeal calculation"""
"160,Sableye,Will-O-Wisp,Beauty,3,1,""Burns and startles opponent"""
"161,Mawile,Iron Head,Tough,4,0,""May cause flinching and startle"""
"161,Mawile,Play Rough,Cute,4,0,""May lower opponent's Appeal points"""
"161,Mawile,Sucker Punch,Smart,3,0,""Goes first if opponent selected damaging move"""
""
"162,Electrike,Thunderbolt,Cool,4,0,""May paralyze and startle opponents"""
"162,Electrike,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"162,Electrike,Charge Beam,Smart,3,0,""May boost user's Appeal points"""
"162,Electrike,Switcheroo,Smart,2,0,""Switches items with opponent for surprise"""
"163,Manectric,Thunder,Cool,5,0,""Better during Rain, may paralyze"""
"163,Manectric,Overheat,Beauty,6,3,""Powerful but lowers user's special appeal"""
"163,Manectric,Volt Switch,Smart,3,0,""User switches out after scoring"""
"163,Manectric,Discharge,Cool,3,0,""May paralyze and startle opponents"""
"164,Plusle,Spark,Cool,3,0,""May paralyze and startle opponent"""
"164,Plusle,Encore,Cute,2,3,""Forces opponent to repeat move, startling them"""
"164,Plusle,Helping Hand,Smart,0,0,""Doubles ally's Appeal points next turn"""
"164,Plusle,Thunder Wave,Smart,2,2,""Paralyzes and startles opponent"""
"165,Minun,Swift,Cool,3,0,""Never misses, ignores Jam effects"""
"165,Minun,Charm,Cute,3,0,""Greatly reduces opponent's Appeal points"""
"165,Minun,Electro Ball,Smart,3,0,""More powerful if faster than opponent"""
"165,Minun,Sweet Kiss,Cute,2,3,""Confuses and badly startles opponent"""
"166,Budew,Grass Whistle,Smart,2,3,""Puts opponent to sleep, badly startling"""
"166,Budew,Mega Drain,Smart,3,0,""Healing effect increases appeal"""
"166,Budew,Stun Spore,Smart,2,2,""Paralyzes and startles opponent"""
"166,Budew,Extrasensory,Smart,4,0,""May cause flinching and startle"""
"167,Roselia,Giga Drain,Smart,3,0,""Healing effect increases appeal"""
"167,Roselia,Toxic Spikes,Smart,2,3,""Badly startles opponents switching in"""
"167,Roselia,Magical Leaf,Beauty,4,0,""Never misses and ignores Jam effects"""
"167,Roselia,Synthesis,Smart,2,0,""Better when used last in a turn"""
"168,Spoink,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"168,Spoink,Bounce,Cool,3,0,""Avoids Jams during execution"""
"168,Spoink,Magic Coat,Smart,0,0,""Reflects status moves back at opponent"""
"168,Spoink,Rest,Smart,0,0,""Restores all Appeal but sleeps next turn"""
"169,Grumpig,Psyshock,Smart,4,0,""Uses opponent's Defense for appeal calculation"""
"169,Grumpig,Power Gem,Beauty,4,0,""Shines brightly for great appeal"""
"169,Grumpig,Teeter Dance,Cute,2,3,""Confuses all, badly startling opponents"""
"169,Grumpig,Zen Headbutt,Smart,4,0,""May cause flinching and startle"""
"170,Spinda,Teeter Dance,Cute,2,3,""Confuses all, badly startling opponents"""
"170,Spinda,Sucker Punch,Smart,3,0,""Goes first if opponent selected damaging move"""
"170,Spinda,Dizzy Punch,Cute,3,0,""May confuse and startle opponent"""
"170,Spinda,Thrash,Tough,5,3,""Powerful but confuses user afterwards"""
"171,Trapinch,Earth Power,Tough,4,0,""May lower opponent's Appeal points"""
"171,Trapinch,Feint Attack,Smart,3,0,""Never misses, ignores Jam effects"""
"171,Trapinch,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"171,Trapinch,Superpower,Tough,5,3,""Powerful but reduces user's Appeal next turn"""
"172,Vibrava,Dragon Breath,Cool,3,0,""May paralyze and startle opponent"""
"172,Vibrava,Sand Tomb,Tough,2,2,""Traps and startles opponent over turns"""
"172,Vibrava,Supersonic,Smart,2,3,""Confuses and badly startles opponents"""
"172,Vibrava,Screech,Smart,1,3,""Greatly reduces opponent's Appeal points"""
"173,Flygon,Dragon Claw,Cool,4,0,""Powerful and consistent appeal"""
"173,Flygon,Earthquake,Tough,5,3,""Powerful but may Jam allies"""
"173,Flygon,Boomburst,Cute,6,3,""Powerful sound-based appeal that hits all"""
"173,Flygon,Dragon Dance,Cool,3,0,""Boosts user's Appeal points"""
"174,Swablu,Peck,Cool,2,0,""Basic appeal with no special effects"""
"174,Swablu,Disarming Voice,Cute,3,0,""Never misses, ignores Jam effects"""
"174,Swablu,Cotton Guard,Cute,3,0,""Dramatic defense boost pleases crowd"""
"174,Swablu,Mist,Beauty,2,0,""Prevents stat reduction from Jam"""
"175,Altaria,Dragon Pulse,Smart,4,0,""Powerful and consistent appeal"""
"175,Altaria,Moonblast,Beauty,5,0,""May lower opponent's Appeal points"""
"175,Altaria,Perish Song,Smart,1,4,""Dramatic effect that startles all after 3 turns"""
"175,Altaria,Cotton Guard,Cute,3,0,""Dramatic defense boost pleases crowd"""
"176,Zangoose,Crush Claw,Tough,4,0,""May lower opponent's Defense appeal"""
"176,Zangoose,Quick Attack,Cool,2,0,""Goes first to prevent Jam"""
"176,Zangoose,Shadow Claw,Cool,3,0,""High critical hit ratio increases appeal"""
"176,Zangoose,Final Gambit,Tough,6,6,""Powerful but user faints, dramatic effect"""
"177,Seviper,Poison Fang,Smart,3,0,""May badly poison and startle"""
"177,Seviper,Night Slash,Smart,4,0,""High critical hit ratio increases appeal"""
"177,Seviper,Switcheroo,Smart,2,0,""Switches items with opponent for surprise"""
"177,Seviper,Venoshock,Smart,4,0,""More powerful if opponent is poisoned"""
"178,Lunatone,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"178,Lunatone,Ice Beam,Beauty,4,0,""May freeze and startle opponent"""
"178,Lunatone,Moonlight,Beauty,2,0,""Better when used last in a turn"""
"178,Lunatone,Rock Polish,Smart,2,0,""Dramatically boosts Speed appeal"""
"179,Solrock,Flare Blitz,Tough,6,3,""Powerful but reduces user's Appeal"""
"179,Solrock,Stone Edge,Tough,5,3,""High critical hit ratio, may Jam opponent"""
"179,Solrock,Morning Sun,Beauty,2,0,""Better when used first in a turn"""
"179,Solrock,Rock Polish,Smart,2,0,""Dramatically boosts Speed appeal"""
"180,Feebas,Splash,Cute,1,0,""Basic appeal with no effect"""
"180,Feebas,Tickle,Cute,2,1,""Lowers opponent's Attack and Defense appeal"""
"180,Feebas,Mirror Coat,Smart,0,0,""Counters with double Appeal if hit by special move"""
"180,Feebas,Dragon Breath,Cool,3,0,""May paralyze and startle opponent"""
"181,Milotic,Hydro Pump,Beauty,5,3,""Powerful but may Jam opponent"""
"181,Milotic,Dragon Pulse,Smart,4,0,""Powerful and consistent appeal"""
"181,Milotic,Aqua Ring,Beauty,2,0,""Continuous healing pleases crowd"""
"181,Milotic,Recover,Smart,2,0,""Healing move that pleases crowd"""
"182,Chimecho,Heal Bell,Cute,2,0,""Removes all Jam points from user's team"""
"182,Chimecho,Psychic,Smart,4,0,""May lower opponent's Appeal points"""
"182,Chimecho,Yawn,Smart,2,3,""Makes opponent drowsy next turn"""
""
"183,Absol,Night Slash,Smart,4,0,""High critical hit ratio increases appeal"""
"183,Absol,Psycho Cut,Smart,4,0,""High critical hit ratio increases appeal"""
"183,Absol,Swords Dance,Cool,3,0,""Dramatically boosts physical appeal next turn"""
